level,position,tech_stack,experience,gender,company,company_size,work_type,city,currency,salary,raise_period
2,24,1403,5,0,28,1,2,53,3,34,4
0,22,156,0,0,34,2,0,40,3,84,2
2,53,3,5,0,23,4,2,0,0,44,1
1,33,1336,1,0,34,1,0,70,3,37,2
2,48,489,4,0,34,6,2,86,3,62,2
0,21,1410,1,0,34,0,1,40,3,4,2
2,22,57,6,0,2,4,0,70,3,42,2
0,22,1007,0,0,34,5,0,40,3,87,1
2,22,1120,4,0,41,5,2,40,3,28,1
2,2,1103,6,0,34,3,0,41,3,53,2
0,2,3,0,0,23,3,1,70,3,19,2
2,53,886,5,0,23,2,1,70,3,54,2
0,22,57,1,0,41,1,2,57,3,16,2
2,53,3,2,0,23,3,0,94,3,40,1
2,10,3,4,0,34,4,0,70,3,8,2
2,22,206,6,0,2,4,2,70,0,33,1
1,22,1215,1,0,23,4,0,70,3,13,1
0,2,671,1,0,2,4,4,70,3,19,3
2,2,88,7,1,23,2,0,70,3,34,1
2,2,449,5,0,6,4,2,70,3,17,2
2,47,608,2,0,23,4,0,71,3,46,2
1,21,886,5,0,6,4,4,70,3,27,3
0,21,886,1,0,34,2,0,70,3,16,2
0,38,696,1,1,23,4,0,70,3,36,1
2,10,10,3,0,34,3,0,70,3,82,2
2,10,1218,4,0,23,4,1,40,3,42,2
0,2,1082,1,0,34,3,2,40,3,28,2
2,2,1103,4,0,6,3,0,13,0,22,1
0,2,810,1,0,23,2,1,40,3,27,2
0,34,1385,0,0,23,2,2,70,3,25,2
1,22,18,5,0,23,4,2,40,3,43,2
2,53,1109,3,0,28,6,0,71,0,33,1
1,22,486,7,0,23,4,1,65,3,31,2
1,2,3,5,0,23,4,0,70,3,28,2
2,34,1392,3,0,23,4,2,70,3,73,2
1,2,3,1,1,23,4,0,70,3,39,3
2,22,671,2,0,23,2,1,40,3,58,2
2,22,449,3,0,23,4,2,70,3,63,2
0,22,7,1,0,2,4,0,70,3,26,2
1,33,696,5,0,41,3,0,70,3,41,2
0,24,335,0,0,28,5,2,41,3,84,1
2,48,127,3,0,23,4,2,70,3,88,2
2,53,113,4,0,23,4,0,70,3,61,1
2,22,3,2,0,41,3,1,70,3,58,2
0,2,1247,0,1,34,3,1,40,3,7,1
2,53,3,2,0,23,4,2,70,3,85,2
0,21,911,0,0,23,4,4,40,3,19,1
2,53,57,3,0,23,2,0,70,3,49,1
2,22,661,5,0,23,4,2,40,3,41,2
2,10,3,4,0,3,6,0,52,3,67,2
2,21,1024,2,0,23,4,2,70,3,45,2
1,2,449,5,0,13,2,0,70,3,42,4
2,2,1103,7,0,23,4,0,40,3,25,2
1,31,940,5,0,34,1,0,70,3,36,1
2,22,1213,4,0,6,4,1,70,3,6,1
2,22,7,6,0,6,6,0,70,3,56,1
0,21,886,1,0,24,2,2,40,3,4,1
2,22,452,6,0,2,4,0,77,3,56,2
2,2,449,7,0,6,4,0,70,3,56,1
0,12,1247,0,1,27,6,1,70,3,23,1
2,2,1247,5,0,6,4,2,71,3,25,3
2,2,3,7,0,34,2,2,70,3,40,2
1,2,3,6,0,23,6,0,71,3,29,1
1,2,968,5,0,34,3,0,70,0,22,1
2,2,3,6,0,23,3,0,40,3,45,1
2,39,962,2,0,23,4,2,40,3,67,1
2,38,449,6,0,6,2,0,70,3,57,2
1,22,1168,5,0,28,6,2,70,3,25,2
2,48,1157,4,0,23,2,2,70,3,39,1
2,21,355,1,0,23,4,0,70,3,31,1
2,21,1340,5,0,27,0,2,70,3,45,2
2,22,197,6,0,34,0,2,78,3,50,2
0,21,874,0,0,34,1,2,77,0,7,1
0,2,449,1,0,23,4,0,70,3,28,3
0,21,1335,0,0,34,1,0,70,3,18,2
1,2,423,1,1,27,3,0,40,3,35,2
0,22,13,0,0,23,4,1,70,3,20,1
2,22,175,4,0,34,1,0,70,0,33,1
0,22,671,0,0,27,4,0,70,3,20,2
0,19,372,1,0,23,6,1,70,3,28,3
1,2,449,5,0,23,2,2,70,3,45,2
1,21,1340,5,0,34,5,0,94,3,38,1
2,14,1247,5,0,23,4,0,70,3,34,2
1,2,3,7,0,23,2,2,70,3,45,1
2,2,449,5,0,6,4,2,70,3,34,2
2,2,854,6,0,6,2,2,70,3,56,2
1,22,1103,1,0,41,5,2,78,3,7,1
2,22,838,2,0,27,6,0,70,3,42,1
1,41,1368,1,1,6,4,2,70,3,16,1
1,22,1061,1,0,34,0,0,70,3,34,1
1,44,1402,5,0,41,4,2,70,3,31,4
0,41,449,1,0,23,4,4,70,3,18,2
0,21,886,0,0,23,3,0,40,3,18,1
2,18,3,4,0,23,4,0,40,3,86,2
1,22,87,5,1,23,4,0,70,3,40,2
2,21,716,6,0,2,4,2,77,3,53,2
2,2,452,6,0,27,4,2,40,3,48,2
2,19,633,7,0,23,4,0,71,3,56,2
1,2,3,1,0,41,3,1,64,3,18,1
1,5,371,5,0,23,4,0,70,3,37,2
0,12,1238,1,0,23,4,0,70,3,1,1
2,5,671,2,1,41,4,2,70,3,45,1
1,21,120,1,0,34,1,0,70,3,32,1
0,2,449,1,0,27,4,2,40,3,34,2
0,14,1247,0,0,30,2,1,52,3,1,1
2,22,1173,7,0,41,0,2,70,3,23,2
2,48,309,4,0,23,6,0,70,3,39,2
1,22,485,1,1,34,3,1,40,3,23,2
1,31,681,5,0,23,4,4,71,3,42,2
2,2,3,6,0,23,4,4,70,3,51,2
1,22,296,1,0,23,2,1,71,3,16,2
0,22,57,1,0,41,5,1,70,3,4,1
2,22,7,3,0,41,4,2,70,3,56,2
0,19,372,1,0,23,4,1,70,3,25,1
2,48,716,4,0,27,0,0,70,3,56,1
2,53,113,4,0,23,2,0,40,3,50,1
2,48,449,7,0,6,6,0,70,3,83,2
0,14,1321,1,0,34,3,2,71,1,0,2
0,22,3,1,0,23,4,2,84,3,36,2
2,10,452,4,0,34,6,0,70,3,45,1
2,22,339,2,0,41,4,0,70,3,62,2
1,2,449,1,0,6,2,2,71,3,30,4
2,18,1119,4,0,34,1,0,70,3,37,2
2,31,694,5,0,23,4,2,70,3,48,1
2,2,3,7,0,41,2,2,40,3,47,2
0,34,1385,0,0,34,0,2,70,3,23,2
1,31,934,1,0,34,3,0,70,3,39,2
2,2,3,4,0,20,4,1,71,3,16,2
1,22,1173,7,0,23,6,1,52,3,19,2
1,22,671,5,0,23,4,1,40,3,40,2
1,2,3,1,0,41,4,0,98,3,27,2
2,2,449,5,0,23,4,1,40,3,28,2
2,22,57,6,0,2,4,2,70,3,29,1
2,21,983,5,0,6,4,2,70,3,67,2
2,22,1017,2,0,34,3,2,41,2,33,1
2,21,1342,6,0,6,4,2,70,3,54,4
2,22,835,6,0,23,4,0,71,3,57,4
2,2,449,4,0,34,1,0,70,3,78,2
0,30,1247,0,0,34,5,4,71,3,23,2
1,22,1205,5,0,34,6,1,40,3,16,1
2,21,1017,4,0,34,5,0,70,3,82,2
2,53,671,4,0,27,3,2,40,3,67,2
2,22,449,7,0,23,4,1,40,3,50,2
2,21,1010,6,0,41,4,0,70,1,0,2
2,2,3,7,0,6,4,2,70,3,28,1
2,2,449,6,0,27,4,2,70,3,45,2
0,2,449,0,0,23,2,2,70,3,21,4
1,21,1340,1,0,34,1,2,1,1,0,2
1,2,1044,1,0,34,5,1,40,3,20,2
2,37,969,7,0,6,4,2,70,3,43,2
1,21,886,5,0,4,2,2,70,3,36,1
2,22,449,7,0,23,4,2,70,3,61,2
0,21,911,0,0,34,1,0,40,3,18,2
1,31,681,1,0,23,6,2,70,3,38,1
2,2,1103,2,0,23,4,1,40,3,50,2
2,21,1007,4,0,23,4,2,70,3,53,2
2,47,3,7,0,2,4,0,70,3,83,2
0,14,1247,1,0,34,1,1,70,3,21,2
2,34,328,6,0,23,4,0,70,3,67,1
2,19,372,7,0,31,3,1,40,3,48,1
2,2,803,6,1,23,4,0,70,3,43,2
2,22,773,6,0,34,3,1,40,3,45,2
0,22,161,1,0,6,4,2,70,3,36,2
0,21,886,0,1,23,3,0,40,3,21,1
2,53,1033,7,0,23,4,0,56,3,56,2
1,2,1247,1,0,41,3,1,70,3,23,1
2,18,449,3,0,41,3,2,70,3,2,2
0,2,449,1,1,2,4,2,40,3,29,2
2,2,178,6,0,0,4,0,70,3,61,4
2,48,452,4,0,23,4,2,70,3,81,2
1,22,3,7,1,2,4,0,70,3,39,2
1,41,449,5,0,23,4,0,71,3,25,2
2,53,3,4,0,41,2,0,40,3,47,1
2,22,57,7,0,23,4,2,40,3,45,2
2,41,1397,6,0,37,2,0,40,3,49,1
1,22,3,1,1,2,4,2,40,3,31,2
0,22,627,0,0,23,4,0,40,3,16,1
2,22,1249,7,0,34,1,2,70,0,44,2
1,53,1274,1,0,23,4,0,70,3,29,2
0,21,874,0,0,6,3,2,70,3,7,2
1,2,449,1,0,34,4,4,71,3,39,2
1,41,1369,1,1,27,4,2,98,3,19,1
1,22,310,1,0,23,3,0,70,3,30,2
2,2,449,6,0,23,4,4,40,3,31,1
2,31,934,5,0,6,4,2,70,3,57,1
2,22,171,7,0,23,4,0,70,3,49,1
2,21,900,2,0,34,6,0,70,3,40,1
1,2,1062,1,0,34,1,0,40,3,31,2
2,2,1225,2,0,23,4,0,70,3,50,2
2,22,349,5,0,41,4,0,70,3,26,1
2,15,596,7,0,41,1,0,70,3,72,2
0,2,87,1,0,41,2,2,40,3,19,2
2,2,1103,6,0,34,1,2,89,3,56,2
2,18,3,4,0,2,4,0,70,3,78,1
2,17,423,6,0,41,4,0,70,3,50,1
1,2,1124,2,0,23,4,1,40,3,34,2
1,22,57,1,0,34,3,2,99,3,28,1
1,22,309,1,0,23,5,1,71,3,7,2
2,2,17,7,0,23,4,0,14,0,55,1
2,19,411,4,0,23,4,0,70,3,72,2
0,14,1247,1,0,6,4,2,70,3,26,2
0,21,1340,0,0,34,3,1,70,3,4,2
0,2,87,1,0,41,2,2,40,3,19,2
1,34,1385,1,1,34,1,2,40,3,38,2
2,22,1356,7,0,23,4,0,70,3,34,1
2,38,1201,2,0,23,2,2,71,3,26,2
1,22,1000,1,0,6,4,2,70,3,24,1
2,53,759,4,0,23,6,1,70,3,74,1
1,22,57,5,0,23,4,2,70,3,29,1
1,2,452,5,0,2,4,2,8,0,44,1
2,2,449,2,0,2,4,0,70,3,86,2
2,2,57,2,1,6,4,2,40,3,47,1
1,19,372,5,0,23,4,2,71,1,22,2
2,39,449,4,0,41,2,0,40,3,78,2
0,22,113,0,0,23,4,2,70,3,24,3
1,19,372,1,0,23,4,0,70,3,35,4
2,46,875,7,1,41,4,2,70,3,49,1
0,13,1273,1,1,23,4,2,40,3,18,1
2,39,661,4,0,41,1,2,70,3,43,1
2,2,1103,7,0,27,4,2,70,1,22,1
2,22,483,5,0,2,4,2,71,3,40,2
1,22,612,1,0,23,4,2,40,3,28,2
0,2,3,1,0,34,3,0,70,3,21,1
1,22,219,5,0,34,1,2,70,3,26,2
0,21,886,0,0,4,3,0,40,3,13,2
1,2,3,5,0,6,2,2,40,3,23,2
0,31,681,0,1,23,4,2,77,3,23,2
0,22,339,0,0,23,4,2,70,3,19,1
1,22,3,6,0,23,2,0,40,3,39,1
2,38,3,6,1,23,4,2,40,3,41,2
1,19,1090,6,0,34,5,1,40,3,42,2
2,22,1081,6,0,4,1,0,70,3,28,2
2,2,60,6,0,6,4,0,70,3,50,2
2,21,886,6,0,23,6,2,70,3,67,2
1,17,423,5,0,6,4,4,34,3,37,2
2,33,893,2,0,23,3,0,70,3,43,1
2,48,290,4,0,34,5,1,40,3,83,2
2,12,671,7,1,2,4,2,70,3,34,2
2,22,3,4,0,23,4,0,70,3,67,1
2,21,1340,7,0,41,2,2,70,0,22,1
1,2,7,5,0,23,2,2,104,3,34,2
0,22,87,1,1,23,4,2,70,3,37,2
2,22,87,2,0,20,4,1,41,3,21,2
2,3,822,5,0,23,4,0,70,3,48,2
2,22,309,6,1,23,6,2,86,3,41,1
2,2,349,6,0,23,6,0,70,3,40,1
2,21,886,6,0,23,4,1,40,3,50,2
2,47,235,4,0,23,4,0,70,3,34,1
0,2,3,1,0,41,2,1,70,3,19,1
2,53,1151,5,0,23,5,2,61,3,47,1
1,22,3,1,0,41,5,1,40,3,20,2
2,53,449,3,0,23,2,2,40,3,53,2
2,22,1124,7,0,41,1,2,70,3,39,1
0,14,1247,0,0,23,4,0,70,3,19,2
2,2,1103,2,0,6,3,1,70,3,37,2
2,2,843,2,0,34,5,0,40,3,67,2
0,2,449,1,1,23,4,0,71,3,21,3
1,22,57,5,0,2,4,2,70,3,39,1
2,53,1252,6,0,34,3,0,70,3,56,2
2,31,681,2,0,6,4,2,70,3,86,2
2,2,3,7,0,23,4,2,70,3,38,1
1,2,3,5,0,6,2,0,71,3,45,2
2,48,279,7,0,34,5,0,70,3,43,2
2,48,54,3,0,23,2,0,70,3,83,3
0,19,372,1,0,34,0,1,70,3,13,2
2,22,3,4,0,23,4,1,34,3,34,2
0,2,1247,1,1,23,4,1,40,3,18,2
2,48,449,2,0,27,4,2,70,3,78,2
1,22,7,1,0,2,4,0,70,3,37,2
2,22,77,7,0,41,3,0,71,3,27,2
1,22,661,5,1,23,4,0,40,3,31,2
1,2,1247,5,0,34,0,2,52,3,28,1
2,53,511,3,0,23,4,2,70,3,69,1
1,21,1335,1,0,23,4,2,40,3,39,2
2,22,357,1,0,23,1,2,75,3,45,4
1,12,1247,5,0,23,4,1,40,3,23,2
1,40,449,1,0,2,4,0,70,3,27,2
2,48,3,3,0,23,6,1,70,3,60,1
2,40,452,6,1,23,4,1,40,3,46,2
2,53,55,4,0,41,3,0,70,3,2,2
2,37,432,5,0,23,6,0,70,3,36,4
2,2,3,6,0,6,1,4,70,3,40,1
2,33,1336,6,0,34,3,0,78,3,41,3
1,2,449,5,0,23,2,0,40,3,23,1
2,22,662,2,0,23,4,0,40,3,59,2
1,22,3,5,0,41,5,1,70,3,25,2
0,33,405,0,0,4,5,2,38,3,16,2
2,22,57,7,0,23,2,2,70,3,58,2
1,53,184,5,0,23,4,1,41,3,31,1
2,2,449,6,0,27,4,0,70,3,48,1
0,22,1007,1,0,41,1,1,70,3,1,1
2,38,1371,4,1,23,2,0,70,3,48,2
0,21,886,1,0,34,0,2,52,3,1,1
0,22,57,1,0,41,1,1,40,3,16,2
2,2,449,7,0,34,1,2,9,1,33,1
0,2,449,0,0,23,6,2,70,3,16,2
2,39,918,7,1,23,4,2,70,3,50,1
1,22,7,5,0,23,4,0,71,3,27,2
1,12,1371,1,1,41,3,2,70,3,24,2
2,48,449,4,1,23,4,1,40,3,72,2
1,33,1340,5,0,34,5,0,40,3,38,2
1,15,449,1,1,23,4,2,70,3,47,1
2,5,857,5,0,27,4,2,70,3,50,2
0,22,1194,1,0,34,1,2,40,3,10,2
2,2,1108,6,0,6,2,0,40,3,40,2
0,2,87,1,0,34,3,2,75,3,24,2
2,48,87,4,0,23,4,0,70,3,69,1
2,12,1247,5,1,23,4,4,70,3,26,2
2,18,547,4,0,23,4,0,70,3,88,1
1,21,897,5,0,27,3,2,98,3,37,2
0,22,1217,5,0,6,5,0,70,3,29,1
1,2,449,6,0,23,4,1,40,3,27,1
0,21,1033,1,1,41,1,2,50,3,23,2
1,22,1017,5,0,23,6,2,101,3,28,2
0,14,1247,0,0,10,4,0,70,3,30,1
0,17,438,0,0,23,4,2,63,3,27,1
2,19,1252,2,0,23,4,0,71,3,50,4
2,34,1392,5,0,23,4,2,63,3,46,2
0,22,627,0,0,27,6,0,70,3,7,2
2,22,612,2,0,23,4,0,70,3,62,2
1,2,3,6,0,23,4,1,70,3,56,2
2,22,7,5,0,23,4,0,70,3,41,2
2,37,627,4,0,34,5,1,34,3,42,2
2,22,156,7,0,23,5,1,41,3,26,1
2,21,893,6,0,27,4,0,40,3,50,1
2,17,576,4,0,28,4,2,70,3,15,2
2,22,297,5,0,34,5,0,40,3,7,1
1,2,661,5,0,23,4,0,70,3,37,1
0,2,57,0,0,23,3,1,70,3,1,1
2,22,57,2,0,23,6,0,70,3,61,1
2,53,662,2,1,23,4,1,40,3,80,2
1,2,3,1,0,4,4,2,70,3,25,1
2,12,1247,7,1,23,4,1,40,3,48,2
1,19,372,1,0,23,4,0,70,3,28,2
0,33,405,0,0,34,5,0,70,3,1,2
1,40,1093,5,0,3,2,1,70,3,28,2
1,2,1119,0,0,34,0,0,71,3,1,1
2,31,681,5,0,27,4,2,70,3,42,1
0,34,1388,1,0,27,6,2,70,3,20,2
1,14,1247,7,0,20,6,1,63,3,23,2
2,22,350,7,0,23,4,1,40,3,47,2
2,22,3,7,0,23,4,0,40,3,48,2
1,22,671,5,1,23,2,1,40,3,31,2
1,2,3,5,0,23,2,2,70,3,43,2
2,53,449,7,0,23,4,0,40,3,78,2
1,22,161,5,0,2,4,2,78,3,39,2
2,31,681,7,0,23,4,2,70,3,57,2
1,33,1336,1,0,34,0,2,56,0,0,1
1,2,3,5,0,23,2,0,70,3,26,3
2,48,372,2,0,23,4,0,70,3,45,1
0,5,449,1,0,23,4,0,40,3,18,1
2,22,342,6,0,41,5,0,70,3,45,2
2,22,60,7,0,41,1,1,70,3,39,1
0,22,1007,1,0,41,5,0,40,3,20,2
2,48,579,4,0,23,4,0,70,3,45,2
1,19,372,1,0,23,2,1,70,3,35,3
1,2,133,1,0,23,4,2,39,3,32,2
2,22,7,6,0,41,4,2,70,3,45,2
1,2,449,5,1,23,4,0,70,3,36,1
2,2,349,3,0,41,0,0,13,1,55,1
1,2,449,1,0,41,1,2,40,0,10,1
1,22,671,5,0,23,4,0,40,3,30,2
1,21,1335,1,1,23,4,0,70,3,36,1
1,31,935,1,0,41,2,2,70,3,38,4
1,22,837,5,0,27,2,2,70,3,37,1
0,21,355,0,0,23,4,0,70,3,29,1
1,22,101,5,0,23,3,2,71,3,25,2
2,47,3,2,1,23,4,0,70,3,67,2
1,2,1103,1,0,6,6,1,70,3,23,1
2,53,890,2,0,34,1,2,70,3,63,2
2,2,3,5,1,23,4,2,40,3,39,2
0,41,871,0,1,23,3,0,40,3,1,2
2,2,449,6,0,23,4,2,70,3,52,2
1,2,7,6,0,23,2,0,40,3,26,2
1,2,1119,1,0,23,6,1,70,3,28,3
2,10,52,4,0,23,6,0,70,3,17,2
1,14,1247,1,0,6,4,2,70,3,43,4
0,13,833,0,0,6,4,2,70,3,37,2
0,22,54,1,0,34,6,0,70,3,23,2
2,22,60,7,0,23,3,2,70,3,52,2
2,2,3,7,0,23,4,0,70,3,56,1
0,22,1209,1,0,34,5,0,70,3,16,1
2,53,409,7,0,23,1,1,102,3,67,1
1,39,886,5,1,23,4,2,40,3,30,2
1,12,1281,1,0,33,2,2,70,3,13,2
1,33,405,1,0,6,2,1,40,3,27,2
2,53,886,4,0,27,3,2,87,3,50,1
1,22,837,5,1,2,4,2,70,3,45,2
2,22,214,2,0,23,4,0,70,3,36,2
2,19,372,3,0,23,4,0,40,3,62,2
2,2,3,2,0,6,4,0,70,3,43,1
2,53,3,2,0,23,4,0,70,3,67,1
0,22,1284,0,1,34,3,0,70,3,1,1
1,2,1247,1,0,34,1,2,40,3,34,2
2,47,661,3,0,23,2,2,70,3,85,1
2,21,1410,7,0,27,4,2,40,3,50,3
2,33,683,6,0,34,6,0,40,3,47,3
2,22,768,7,0,2,4,0,70,3,51,2
2,18,3,7,0,6,3,1,70,3,50,1
1,21,886,5,0,6,4,3,77,3,30,3
2,19,1252,6,0,23,4,0,70,3,29,1
1,19,372,6,0,23,4,1,40,3,45,2
2,47,452,4,0,34,5,1,70,3,17,2
2,22,3,5,0,2,4,2,70,3,49,2
1,21,1033,6,0,34,6,2,40,3,29,2
2,39,555,2,0,23,4,0,40,3,67,2
0,2,837,1,0,38,3,2,84,3,19,2
1,34,1385,5,0,6,4,2,70,3,50,3
0,22,3,1,1,23,3,1,40,3,20,2
1,2,449,1,0,27,4,2,77,3,39,1
1,12,1302,1,0,41,6,2,94,3,27,2
2,2,449,1,0,27,2,2,70,3,78,2
2,47,449,2,1,2,4,2,70,3,67,1
2,31,934,5,0,41,4,2,95,3,45,4
0,2,3,0,0,6,1,0,52,3,7,2
0,21,900,1,0,34,5,2,46,3,13,2
2,2,1103,7,0,6,3,2,70,3,41,3
1,2,372,1,0,23,3,1,71,1,0,1
1,2,449,6,0,14,2,2,39,3,43,2
0,21,886,1,0,23,4,1,11,1,22,1
1,21,1033,1,0,4,6,2,70,3,24,2
2,53,726,2,0,23,6,2,40,3,39,2
2,34,1385,6,0,34,1,2,52,3,56,1
1,21,1126,2,0,23,4,1,71,3,30,2
2,53,1264,6,0,34,5,0,70,3,54,1
0,2,3,0,0,23,4,0,70,3,24,2
0,2,449,1,0,23,4,1,40,3,26,2
0,22,57,1,0,41,5,1,70,3,13,1
2,48,3,3,0,34,4,2,70,3,72,3
2,15,1247,4,0,23,4,0,70,3,85,1
2,2,3,7,0,34,3,2,71,3,50,2
2,53,57,6,1,23,4,0,40,3,45,2
2,40,449,6,0,23,2,2,52,3,45,2
1,22,3,4,0,23,2,0,40,3,45,1
2,22,309,6,1,2,4,2,70,3,56,1
2,22,60,2,0,23,3,0,70,3,36,1
1,22,3,5,1,23,4,0,70,3,26,2
2,48,3,3,0,23,4,0,70,3,68,1
1,14,1247,1,0,41,6,0,70,3,20,1
2,22,60,5,1,2,4,0,70,3,50,2
1,22,428,5,0,23,3,1,64,3,23,2
2,2,3,7,0,27,4,0,70,3,67,2
1,33,408,5,0,6,4,1,70,3,39,2
0,22,1002,0,0,34,1,2,101,3,10,2
2,38,640,4,0,2,4,2,70,3,83,2
1,33,405,1,0,34,6,0,70,3,42,4
1,47,1103,1,0,41,3,0,40,3,28,3
1,2,3,5,0,6,4,0,70,3,31,1
2,17,1247,2,0,27,2,2,40,3,38,2
1,19,372,1,0,23,4,0,70,3,20,1
1,14,1247,5,0,23,2,0,40,3,39,2
1,22,1196,5,0,34,0,1,70,3,29,2
1,19,372,5,0,23,4,1,40,3,42,2
1,17,238,1,0,34,5,1,40,3,16,2
1,2,3,6,0,23,4,1,40,3,28,2
0,40,449,1,0,27,2,2,70,3,7,1
1,34,1385,5,0,1,6,2,70,3,53,2
1,40,3,5,0,41,6,0,70,3,36,2
2,2,1103,6,0,23,4,2,70,3,53,2
2,48,1247,2,0,23,4,0,70,3,69,2
2,48,1103,3,0,23,4,0,70,3,45,1
0,31,681,1,0,41,4,2,52,3,30,2
0,2,3,1,0,23,4,2,70,3,20,2
2,2,3,7,0,34,2,0,77,3,39,1
0,38,968,1,0,14,4,2,70,3,24,2
0,22,672,1,1,23,4,2,40,3,18,2
0,21,911,1,0,4,5,2,101,3,7,2
1,2,42,5,0,6,4,2,70,3,39,2
2,2,449,7,0,41,4,0,70,3,61,2
0,22,1161,1,0,6,1,0,41,3,20,3
2,22,1086,6,0,23,3,2,70,3,31,1
0,2,449,0,0,2,4,2,70,3,25,2
2,22,837,2,0,23,4,2,70,3,59,2
2,10,535,3,0,41,4,0,70,3,11,2
2,24,1403,6,0,28,1,1,70,3,34,1
1,21,113,1,0,34,3,1,41,3,24,2
2,48,87,5,0,23,6,0,40,3,40,1
2,34,1388,6,0,23,4,0,64,3,34,2
1,1,1252,1,1,23,4,1,70,3,28,2
0,2,1247,5,0,34,6,0,40,3,23,1
2,21,886,5,0,23,6,0,70,3,41,4
0,14,279,1,0,23,4,0,70,3,34,2
2,22,937,7,1,6,4,0,1,1,44,1
0,22,485,1,1,23,6,0,40,3,18,2
0,22,3,1,1,23,2,0,83,3,21,4
2,39,1245,7,0,23,4,0,70,3,45,2
0,2,449,1,0,34,6,0,70,3,31,4
1,2,980,1,0,34,5,1,40,3,21,2
1,53,695,3,0,2,4,0,40,3,89,2
1,22,3,1,0,34,5,2,40,3,23,2
1,21,449,1,0,23,4,2,70,3,25,1
1,31,682,6,0,34,5,2,70,1,44,1
2,2,3,4,0,6,4,2,70,3,85,2
2,22,332,2,0,23,6,0,70,3,28,1
2,2,654,7,0,27,4,2,40,3,61,1
2,22,168,6,0,27,4,0,70,3,51,2
0,22,57,0,0,23,4,0,70,3,35,2
1,2,7,1,0,23,6,0,70,3,36,1
0,2,372,0,1,2,2,0,40,3,18,2
0,31,681,1,0,27,2,0,70,3,20,2
1,22,377,1,1,23,4,0,70,3,19,2
1,2,3,1,0,23,6,2,70,3,28,2
1,22,671,5,0,23,4,0,101,3,46,2
1,21,886,1,0,34,3,2,40,3,35,4
0,21,1136,1,0,34,0,2,70,3,25,2
1,2,681,1,0,14,4,2,70,3,32,2
2,2,449,6,0,23,4,2,98,3,53,2
1,41,449,5,1,23,4,2,40,3,30,1
1,31,934,5,0,34,6,0,70,3,45,2
2,48,1138,7,0,23,2,2,71,3,50,2
1,34,1388,1,0,27,4,2,52,3,27,3
2,2,133,6,0,41,2,2,70,3,41,2
2,14,1247,5,0,6,4,2,70,3,32,2
2,53,3,5,0,23,4,0,70,3,50,2
2,22,343,2,0,23,4,2,70,3,42,1
1,2,1103,1,0,34,4,1,70,3,49,1
0,2,449,1,0,23,4,0,70,3,23,2
0,2,449,1,1,27,2,2,70,3,16,1
0,17,1247,0,1,34,1,2,71,2,87,1
2,13,279,1,1,2,4,0,70,3,36,2
2,19,1252,2,0,34,6,1,71,3,24,1
0,21,886,0,0,34,1,1,71,3,7,1
1,22,627,5,0,23,4,1,40,3,20,2
1,19,372,5,0,23,2,1,70,3,41,2
1,22,309,1,0,27,4,1,40,3,34,1
1,17,423,1,0,34,3,2,70,3,28,2
2,38,450,4,0,23,5,4,70,3,58,2
2,17,565,7,0,27,6,0,70,3,36,2
2,19,372,3,0,41,2,0,70,3,59,2
2,17,186,3,0,23,4,2,40,3,28,1
2,22,3,2,0,27,1,1,40,3,31,2
1,2,467,1,0,23,4,2,0,3,24,1
0,14,1247,1,0,0,3,1,70,3,16,1
1,22,1139,5,1,41,1,1,70,3,29,1
2,22,1282,5,0,34,0,2,44,3,34,1
2,21,896,7,0,23,4,0,70,3,64,1
2,53,1119,6,0,23,2,2,71,3,30,1
0,2,3,1,0,23,6,0,70,3,27,1
2,53,3,6,0,6,2,2,70,3,79,1
2,53,539,3,0,23,4,1,40,3,58,2
0,2,449,1,0,2,4,0,70,3,32,1
1,2,449,1,0,34,5,2,70,3,25,2
2,17,1247,3,0,23,4,2,70,3,52,1
1,21,700,6,0,23,3,0,70,3,4,2
2,35,655,5,0,23,4,2,70,3,61,1
2,21,1074,7,0,23,4,0,70,3,35,2
2,2,7,7,0,23,4,0,70,3,38,1
1,14,1247,5,0,23,4,2,70,3,40,2
2,5,1371,6,0,23,4,2,70,3,28,2
1,39,1244,5,0,23,2,1,40,3,25,2
2,21,1335,5,0,34,2,2,40,3,56,1
0,34,1385,0,0,23,3,0,70,3,18,2
2,39,3,4,0,34,0,2,41,3,39,2
1,22,3,5,1,6,4,2,41,3,27,2
2,53,1171,6,0,23,2,2,53,3,28,2
2,2,1197,4,0,34,5,1,70,3,27,2
2,47,706,2,0,23,4,0,70,3,82,4
2,53,3,2,0,41,4,0,40,3,57,2
1,2,1103,1,0,1,3,2,70,3,39,2
1,22,671,6,0,23,4,0,40,3,51,3
2,2,1062,7,0,34,3,2,71,3,36,2
2,2,449,5,0,2,2,2,70,3,63,2
2,22,1282,5,0,34,0,2,44,0,0,1
2,17,148,4,0,41,3,1,71,3,37,1
2,47,661,3,0,2,4,0,70,3,62,2
2,40,449,2,0,23,4,0,40,3,46,2
0,12,1247,0,0,34,0,1,70,3,7,1
2,21,1335,5,0,23,4,0,70,3,36,2
2,19,372,5,0,23,4,1,64,3,30,1
1,14,1247,5,0,23,4,0,70,3,38,1
0,22,715,0,0,34,3,1,64,3,10,2
1,14,1325,5,0,23,4,0,70,3,36,1
1,22,837,1,1,23,4,0,71,3,32,2
2,47,310,7,0,2,4,0,70,3,67,1
0,2,712,1,0,23,4,0,70,3,20,2
