level,position,tech_stack,experience,gender,company,company_size,work_type,city,currency,salary,raise_period
2,21,886,6,0,23,4,0,70,3,39,1
0,2,3,1,0,23,3,0,70,3,20,2
2,2,3,4,0,23,2,0,40,3,34,1
1,14,1247,5,0,23,4,2,70,3,56,2
2,22,7,7,0,23,4,0,70,3,51,2
0,30,1287,0,0,34,1,2,40,3,36,2
2,22,309,2,0,23,4,0,70,3,78,2
2,53,57,2,0,41,6,1,40,3,46,2
2,48,98,7,0,23,1,0,40,3,30,1
0,2,449,1,0,23,2,2,70,3,10,1
0,2,640,1,0,2,4,2,97,3,35,3
2,22,1215,6,0,23,4,2,22,0,22,1
2,2,837,7,0,23,6,1,40,3,35,2
2,48,633,4,0,23,4,1,84,3,2,1
2,18,1166,2,0,23,4,1,40,3,17,2
1,41,57,5,0,23,4,0,70,3,23,1
2,2,3,6,1,41,2,2,34,3,41,2
1,33,405,1,0,23,2,2,70,3,28,2
2,24,335,2,0,28,2,1,70,3,5,1
2,31,681,5,0,34,3,2,70,3,60,1
0,2,449,0,0,6,6,0,70,3,7,2
0,22,206,0,0,2,4,2,70,3,19,2
1,21,1007,1,0,34,3,0,70,3,29,2
0,21,1410,5,0,34,1,2,70,3,16,1
2,46,351,5,1,41,4,0,70,3,26,2
0,21,886,0,0,4,5,2,71,3,84,1
2,2,42,6,0,23,2,0,71,3,45,2
2,22,47,6,0,2,4,0,70,3,61,2
1,22,627,6,1,34,5,0,40,3,28,2
1,22,1017,1,0,34,0,2,71,3,10,1
2,48,3,6,1,20,4,1,40,3,20,2
0,22,525,1,0,18,4,0,70,3,39,2
2,22,1174,2,0,34,3,2,80,1,0,2
2,21,886,5,0,34,1,2,71,3,56,3
1,2,3,5,0,9,6,1,71,3,34,2
1,2,449,5,0,34,1,2,70,3,41,2
2,22,7,7,0,23,2,2,77,3,56,1
0,31,681,0,0,27,4,2,70,3,10,2
2,22,255,5,0,23,6,1,52,3,39,1
1,22,57,1,0,6,1,1,70,3,4,2
1,21,1024,5,0,34,3,0,70,3,37,1
2,2,3,6,0,23,4,0,70,3,47,2
1,21,1075,5,0,34,1,2,70,3,45,2
2,2,279,6,0,23,6,0,70,3,40,2
1,2,3,7,0,23,2,0,77,3,48,1
2,22,3,2,0,27,2,2,52,3,56,2
2,22,1133,2,0,27,5,2,65,3,25,1
0,22,318,0,0,41,1,0,70,3,4,2
0,22,57,0,0,23,4,0,70,3,21,2
2,53,3,4,0,41,2,0,70,3,85,2
1,2,42,1,0,23,2,2,70,3,36,4
0,22,661,0,0,27,2,0,70,3,25,2
0,31,934,1,0,23,4,2,67,3,20,1
0,14,1321,1,0,23,2,1,40,3,23,2
0,24,1403,0,0,34,0,2,70,3,84,1
2,2,449,3,0,6,4,2,70,3,82,2
2,2,1168,7,0,6,4,0,70,3,31,2
0,22,661,1,0,23,4,0,70,3,41,2
1,22,449,6,0,20,4,1,99,3,25,2
1,22,1007,1,0,6,4,2,71,3,56,3
1,22,113,1,0,34,3,2,52,3,28,2
2,10,76,4,0,14,6,0,70,3,8,1
1,2,42,5,0,34,1,2,70,3,37,4
2,48,449,3,0,2,4,0,70,3,85,2
1,2,449,1,1,6,4,4,70,3,34,2
0,21,883,1,1,6,0,0,40,3,7,2
2,39,483,4,1,23,4,2,70,3,35,2
0,17,108,0,0,23,4,0,70,3,21,2
1,21,886,1,1,23,4,0,70,3,4,1
2,22,556,5,0,2,4,0,70,3,45,2
2,2,829,2,0,23,4,2,13,1,44,1
1,21,1410,1,0,34,1,2,71,3,20,2
0,22,309,1,0,23,2,0,70,3,23,2
1,2,353,5,0,23,1,1,70,3,32,1
2,53,217,3,0,6,4,2,40,3,62,2
1,2,3,5,1,23,4,0,70,3,36,2
2,22,1007,5,0,6,4,2,1,1,44,1
2,41,3,6,1,23,4,2,70,3,25,2
1,34,1392,1,0,23,4,0,70,3,25,2
0,22,87,0,0,23,4,0,70,3,27,2
0,2,449,0,0,41,3,1,60,3,13,1
1,44,1274,1,0,41,2,0,71,3,35,1
1,33,940,5,0,23,4,0,70,3,39,2
2,24,32,5,0,28,3,0,70,3,23,2
0,2,968,0,0,34,5,2,95,3,87,1
2,41,449,7,1,34,5,2,71,3,20,1
0,22,57,1,0,23,4,1,70,3,23,1
1,24,215,5,0,28,0,1,40,3,28,2
2,21,1017,6,0,34,5,2,70,3,20,1
2,22,3,6,1,2,4,0,70,3,48,1
2,31,681,6,1,23,4,0,70,3,34,1
2,53,968,7,0,23,4,2,70,3,50,3
2,41,928,5,0,27,4,0,70,3,26,2
2,22,1119,2,0,23,5,2,40,3,39,1
1,39,1356,7,1,6,4,2,0,3,24,1
1,14,1247,5,0,34,6,2,70,0,55,1
2,34,1392,6,0,27,6,2,19,1,33,1
2,22,116,4,0,23,4,1,40,3,45,2
2,13,1247,5,0,6,4,2,71,3,54,2
2,31,681,2,0,34,5,0,70,3,51,2
2,47,419,7,0,23,2,0,70,3,83,2
0,22,1197,1,0,23,4,2,70,3,13,2
2,22,452,6,0,34,1,0,70,3,25,1
2,34,1392,6,0,6,4,0,70,3,67,1
1,2,3,1,0,6,1,2,70,3,28,2
1,17,946,1,0,34,6,2,70,3,31,2
0,2,3,1,0,34,3,2,70,3,20,2
1,41,874,1,0,23,4,2,71,3,26,4
0,2,496,1,0,23,3,2,40,3,19,2
2,53,950,4,0,27,2,2,40,3,65,1
2,2,449,6,0,23,4,2,83,3,40,2
1,22,769,1,0,34,1,2,70,3,23,1
1,12,1247,1,0,41,2,2,70,3,27,2
2,14,1306,2,0,2,4,0,70,3,43,2
2,2,449,7,0,23,4,2,40,3,45,2
2,22,532,6,0,23,5,0,70,3,54,4
1,22,1218,1,0,23,1,0,70,3,24,2
0,40,3,1,1,2,4,2,71,3,31,2
0,21,3,0,1,6,6,2,68,3,1,1
0,34,1385,1,0,23,2,1,40,3,16,1
1,2,449,5,0,2,4,0,70,3,30,2
1,22,483,1,1,27,4,2,71,3,7,2
2,22,309,6,0,2,4,2,70,3,8,2
0,22,416,1,0,34,5,1,69,3,28,1
0,24,335,1,0,28,6,0,70,3,18,1
2,48,538,4,0,23,4,1,40,3,50,1
1,31,681,5,0,23,4,0,70,3,19,2
1,22,152,6,0,34,0,4,40,3,39,2
0,21,889,0,0,41,3,2,53,3,7,1
2,2,3,6,0,23,4,1,40,3,36,2
1,22,449,1,0,2,4,0,77,3,31,2
1,2,113,5,0,41,3,0,70,3,25,1
1,21,1024,1,0,22,2,2,71,3,52,1
2,10,10,4,0,34,0,0,70,3,45,1
2,17,423,4,0,41,3,1,40,3,56,1
0,31,934,1,0,23,4,0,70,3,21,1
2,22,992,2,0,34,5,0,70,3,28,2
2,22,3,6,0,34,3,2,70,3,43,2
1,2,449,5,1,23,4,2,95,3,47,1
2,22,1007,6,0,41,0,1,70,3,45,2
2,22,3,7,0,27,2,2,70,3,39,2
1,2,483,5,1,27,4,2,70,3,10,2
1,22,57,1,0,27,2,2,70,3,26,2
1,2,449,1,0,23,4,0,40,3,23,2
1,34,1385,1,0,2,6,2,70,3,26,2
1,24,18,1,0,28,2,0,40,3,37,3
2,22,1166,6,0,34,1,2,70,0,55,2
2,22,60,5,0,41,4,0,70,3,21,1
2,53,449,2,0,2,6,0,70,3,83,2
0,13,834,1,0,6,4,2,70,3,31,2
0,38,933,0,0,34,4,0,71,3,10,2
2,37,3,4,0,23,2,0,71,3,56,1
2,22,1350,2,1,2,0,2,41,3,25,1
0,21,886,0,0,34,5,1,71,3,23,2
0,2,3,0,0,6,1,2,40,3,84,2
2,22,100,6,0,23,2,0,70,3,38,1
1,2,3,5,1,41,2,2,34,3,19,2
2,2,874,2,0,23,4,0,13,1,44,1
2,22,1168,3,0,23,2,2,70,1,44,1
2,2,449,4,0,23,4,0,70,3,67,2
0,41,3,0,0,23,6,0,70,3,16,2
2,21,886,5,0,23,4,2,40,3,45,3
0,2,3,1,1,34,1,1,64,3,13,2
1,21,1340,5,1,34,6,2,70,3,18,3
2,22,502,7,0,41,3,0,40,3,42,2
2,14,1247,7,1,23,4,0,70,3,45,1
1,2,449,5,1,23,4,2,70,3,50,2
1,13,51,5,0,23,2,0,70,3,29,3
2,22,349,2,0,41,2,0,70,3,78,1
0,21,1002,0,0,15,0,2,40,3,84,1
2,2,309,2,0,23,4,2,70,3,83,1
0,21,892,0,0,4,3,2,70,3,1,1
2,2,3,6,0,6,2,1,72,3,18,1
2,53,2,7,1,27,4,0,70,3,36,2
0,13,366,1,0,34,6,2,70,3,16,1
0,22,858,1,0,23,4,1,40,3,34,1
2,39,925,6,1,4,6,2,70,3,26,1
2,22,1119,3,0,23,6,2,70,3,38,1
1,2,564,5,0,27,6,2,71,3,28,2
0,37,1226,1,1,6,4,4,70,3,20,2
2,2,449,2,0,23,3,2,70,3,61,2
1,2,349,2,0,23,4,1,78,3,16,1
1,22,684,5,0,34,0,2,70,1,33,1
0,21,1007,0,0,27,3,2,40,3,7,2
2,22,1157,7,0,23,6,1,70,3,28,1
1,21,893,6,0,23,2,2,71,3,34,2
1,22,10,6,0,21,4,1,70,3,24,1
1,2,449,5,0,2,2,2,70,3,34,1
1,38,837,6,0,23,2,0,71,3,29,1
1,2,57,5,0,23,4,2,70,3,24,2
2,48,91,4,0,23,4,0,70,3,63,1
0,23,1403,1,0,28,6,2,70,3,40,3
0,50,950,0,0,23,4,2,71,3,20,2
2,34,1385,5,0,23,0,2,70,3,56,1
0,17,279,0,0,23,4,2,71,3,21,2
1,22,415,5,0,23,4,2,70,3,54,2
1,22,1067,1,0,28,1,2,40,3,16,1
2,33,859,5,0,34,2,0,70,3,56,2
1,31,681,1,0,6,2,2,70,3,30,2
2,33,725,2,0,41,2,1,40,3,60,2
0,21,886,1,0,34,2,2,70,3,34,2
2,2,449,5,0,23,4,2,70,3,51,2
0,2,449,1,0,6,4,2,64,3,26,2
1,34,1385,5,0,23,2,4,70,3,45,2
1,22,57,5,1,23,4,0,70,3,42,4
2,2,1103,5,0,34,0,2,53,3,27,2
2,19,372,6,0,34,6,2,40,0,22,1
1,21,1134,5,0,34,1,2,41,0,44,1
1,22,1157,1,0,4,6,1,70,3,7,2
1,22,60,5,0,23,4,0,70,3,28,2
1,34,1392,5,0,6,4,1,1,1,33,1
1,22,3,5,0,6,1,1,40,3,13,2
1,22,661,5,0,41,1,1,40,3,23,1
2,48,986,7,0,34,1,2,70,3,61,2
1,22,224,5,0,23,1,2,71,3,23,1
1,31,681,5,0,6,4,2,52,3,39,2
2,21,889,6,0,23,6,2,70,3,57,2
2,22,198,2,0,41,3,0,70,3,28,1
2,2,449,7,0,27,4,0,70,3,48,2
0,40,647,0,0,6,4,0,70,3,7,2
1,2,3,5,0,41,6,0,70,3,29,1
2,38,1356,2,0,23,4,0,70,3,79,1
0,22,156,0,0,23,4,0,70,3,16,2
2,44,18,1,0,23,4,0,70,3,36,1
2,53,1371,7,0,23,2,2,70,3,34,2
0,24,1403,1,0,28,1,2,70,3,16,1
2,22,454,6,0,23,2,0,70,3,46,2
2,2,3,5,0,6,4,2,87,3,29,1
2,47,3,2,0,23,4,2,70,3,45,1
1,40,544,5,0,23,4,0,70,3,34,1
0,22,320,0,1,34,5,0,40,3,20,2
1,5,485,6,1,23,4,0,70,3,32,1
2,47,589,5,0,23,4,2,77,3,34,2
0,21,1002,0,0,4,1,0,94,3,84,1
1,40,449,5,0,6,4,2,52,3,51,2
0,31,633,1,0,2,4,0,70,3,30,2
2,22,104,2,0,23,4,2,70,3,43,1
0,21,444,0,0,34,5,0,71,3,7,2
2,2,3,6,0,23,2,0,70,3,51,3
0,2,449,0,0,34,4,2,77,3,36,2
2,2,1224,3,0,27,4,0,70,3,42,2
1,31,681,5,0,23,4,0,70,3,43,1
1,21,1341,5,0,23,2,2,46,3,34,1
1,2,3,1,1,6,2,0,70,3,23,1
2,2,159,4,0,23,3,2,71,3,38,2
1,17,1010,5,0,41,3,2,70,3,35,2
0,21,985,1,0,23,4,2,70,3,39,3
2,2,309,4,0,23,4,0,70,3,59,2
2,22,3,3,1,23,2,1,40,3,34,2
1,22,135,3,0,34,4,0,13,1,55,1
0,22,661,0,0,23,6,0,40,3,20,2
2,22,3,2,0,23,4,1,86,3,26,2
0,21,886,1,1,23,4,2,71,3,1,1
0,33,692,1,0,34,1,2,70,3,23,1
1,2,449,1,0,41,6,2,52,3,29,2
2,22,3,6,1,2,4,2,70,3,48,1
1,2,619,1,0,23,4,0,70,3,36,3
0,31,934,0,0,41,1,0,77,3,13,2
1,22,60,5,0,23,4,1,75,3,7,2
2,48,676,2,0,6,4,0,70,3,5,1
2,22,7,2,0,23,2,0,41,3,36,1
0,2,980,0,0,23,3,1,40,3,28,2
2,21,87,6,0,6,4,0,70,3,36,1
0,22,1033,0,0,23,4,0,70,3,16,2
0,17,389,1,1,23,6,0,70,3,29,2
2,19,824,7,0,2,4,0,13,1,66,1
0,34,1392,1,0,27,4,2,52,3,23,2
0,2,968,1,0,23,4,0,70,3,19,2
0,41,1382,1,0,23,4,0,70,3,23,1
2,22,452,7,0,2,4,2,71,3,47,2
0,5,399,1,1,23,4,0,70,3,16,2
0,22,3,0,0,41,3,1,40,3,16,2
1,5,452,1,0,2,4,0,70,3,43,2
1,22,3,2,0,23,4,0,13,1,55,1
0,22,627,1,0,23,4,4,40,3,7,1
1,31,683,1,0,23,3,2,70,3,23,1
2,22,106,7,1,41,6,0,70,3,37,1
0,19,372,1,0,23,4,1,40,3,25,1
2,2,372,4,0,23,4,1,40,3,62,2
0,22,627,1,0,27,1,2,70,3,84,1
1,34,1385,1,0,23,4,2,70,3,46,2
2,17,1415,4,0,41,6,2,70,0,22,1
0,22,141,1,0,2,4,0,70,3,28,1
1,33,228,6,0,23,4,1,65,3,4,1
2,2,1103,7,0,34,5,1,70,3,45,2
2,39,452,2,0,23,4,0,70,3,83,2
2,33,1336,6,0,23,4,0,77,3,36,1
2,34,1385,5,0,34,5,0,70,3,34,2
2,2,1103,4,0,6,5,4,70,3,30,1
0,34,1385,0,0,23,4,0,70,3,16,2
2,48,3,2,1,34,5,2,34,3,45,2
1,53,661,6,0,41,6,0,70,3,39,2
2,2,3,2,0,41,6,2,40,3,50,2
1,19,372,1,0,41,3,1,70,3,28,2
1,22,1083,0,0,41,0,2,40,3,10,2
0,2,3,1,0,34,1,2,78,3,16,2
2,21,911,7,0,23,4,0,78,3,31,1
0,21,886,1,0,34,5,1,56,3,1,1
0,14,1247,1,0,34,6,0,71,3,26,1
2,31,405,5,0,23,4,2,40,3,32,2
2,17,650,7,0,41,2,2,70,3,28,1
1,17,423,7,0,6,4,2,70,3,61,2
0,21,911,1,1,34,3,1,1,1,22,1
0,21,1335,0,0,6,3,2,40,3,7,2
0,22,1166,0,0,34,6,2,70,3,18,1
1,22,1014,1,0,23,5,2,70,3,35,2
2,2,18,4,0,23,2,2,40,3,38,2
1,31,1336,5,0,34,3,2,40,3,28,1
2,53,57,6,0,23,4,2,77,3,52,2
2,2,805,6,0,23,2,2,41,3,50,1
2,22,310,6,1,23,4,0,71,3,37,2
0,2,449,0,1,23,2,0,70,3,24,2
0,24,1403,0,0,28,0,1,70,3,1,1
2,2,3,6,0,2,6,2,70,3,34,1
1,22,661,1,0,23,4,0,70,3,27,2
0,21,1335,0,0,34,0,0,40,3,23,2
1,2,57,1,0,41,6,0,70,3,23,2
2,22,3,3,0,23,4,1,78,3,50,1
2,2,803,3,0,23,4,2,71,3,38,1
1,14,1321,1,0,23,4,0,70,3,39,4
2,31,681,7,0,6,4,2,70,3,69,2
0,2,1247,1,0,34,1,2,70,3,18,1
2,47,172,4,0,23,4,2,70,3,61,2
1,2,1103,6,0,41,3,2,70,3,21,1
1,12,1307,5,0,2,4,0,70,3,34,2
1,21,912,1,0,6,4,2,71,0,0,1
2,2,1103,4,0,27,1,1,40,3,34,2
2,31,681,6,0,34,4,0,70,3,67,2
2,22,627,7,0,23,4,0,70,3,61,2
2,22,1007,3,1,34,1,2,40,0,84,1
0,2,3,1,0,3,2,1,41,3,13,2
2,31,681,2,0,27,2,0,1,1,44,1
0,37,1242,1,0,34,6,2,41,3,20,2
1,33,405,1,0,30,6,0,40,3,10,2
0,41,449,1,1,16,4,2,71,3,16,2
2,2,3,5,0,41,2,2,94,3,34,1
0,2,1247,1,0,34,0,0,40,3,24,1
1,17,805,1,0,6,6,0,70,3,30,2
2,39,3,4,0,23,2,0,70,3,34,2
0,22,11,1,0,23,4,2,70,3,19,1
0,2,1103,1,0,23,4,0,40,3,16,2
2,18,1247,4,0,41,2,2,71,3,88,4
2,2,449,5,0,6,2,2,70,3,58,2
1,22,113,5,0,34,5,0,70,3,16,1
0,21,1007,0,1,4,1,1,40,3,1,1
0,22,92,0,0,41,3,0,71,3,16,1
0,34,1385,0,0,6,2,2,70,3,20,2
1,21,893,5,0,23,4,1,70,3,39,2
2,22,7,6,0,34,0,0,71,3,29,1
0,14,1247,0,0,34,1,2,70,3,4,1
2,31,681,6,0,2,4,2,70,3,56,2
0,2,681,0,0,27,4,2,70,3,24,2
2,47,3,3,0,2,4,0,70,3,65,1
1,2,3,6,0,23,4,2,82,3,42,2
2,22,60,6,0,23,4,3,40,3,48,2
2,2,1103,6,0,6,4,2,70,3,38,2
1,22,316,5,0,23,4,1,40,3,41,2
2,31,681,5,0,23,4,0,70,3,51,2
2,47,349,4,0,41,3,4,71,3,85,2
1,2,449,5,0,2,4,2,40,3,43,4
0,2,3,0,0,27,6,2,41,3,18,1
2,2,1103,4,0,23,3,0,70,3,45,2
0,48,420,2,0,6,4,2,70,3,88,2
1,22,1001,1,0,34,2,2,60,3,26,2
1,22,1340,6,0,34,1,2,70,0,22,1
0,41,1371,1,1,23,2,0,40,3,28,2
0,21,874,0,1,23,2,0,71,3,13,2
2,22,662,3,0,23,4,0,40,3,56,2
0,22,661,1,0,41,0,2,71,3,20,2
2,53,156,4,0,23,4,4,77,3,50,2
2,53,449,2,1,2,4,0,70,3,72,2
1,22,57,5,0,23,4,0,70,3,50,2
2,22,328,2,0,23,4,0,71,3,61,2
1,2,449,5,0,23,4,1,40,3,45,2
1,38,1340,7,1,23,2,0,70,3,61,2
2,21,874,5,1,34,4,2,70,3,18,3
0,2,57,1,1,23,4,2,70,3,19,2
0,2,449,0,0,6,3,0,77,3,13,1
0,22,57,1,0,6,3,2,40,3,25,2
2,21,896,5,0,34,6,0,70,3,39,3
1,2,3,1,0,23,4,2,70,3,28,2
2,22,842,6,0,2,4,0,70,3,50,2
2,53,1044,7,0,23,4,2,70,0,22,1
2,47,449,3,0,23,4,0,70,3,73,2
1,14,1334,1,0,34,5,2,70,3,1,1
2,38,409,7,0,23,4,0,70,3,57,2
1,2,3,6,1,23,4,2,70,3,24,2
0,2,449,0,0,23,4,2,98,3,20,2
0,8,1371,0,0,41,4,0,70,3,84,2
0,2,1247,0,0,34,6,0,70,3,20,2
1,2,968,5,0,23,4,0,70,3,63,2
1,35,423,6,0,6,4,2,52,3,56,3
2,47,449,3,0,23,4,2,40,3,61,2
1,14,805,1,0,34,2,0,70,3,29,2
2,21,898,2,0,23,1,2,70,3,24,2
1,2,1103,1,0,23,1,1,70,3,23,1
0,33,405,0,0,27,0,1,70,3,87,1
2,19,1295,7,0,23,2,1,70,3,36,2
2,12,274,5,0,27,4,2,40,3,34,2
2,53,457,3,0,2,4,0,70,3,58,1
0,24,33,0,0,28,3,0,70,3,16,1
2,47,1280,3,0,23,4,0,70,3,49,2
0,2,3,1,1,41,1,1,70,3,7,1
2,2,3,6,0,41,3,0,70,3,26,1
2,2,449,7,0,23,4,2,70,3,53,2
2,2,57,2,0,27,4,2,12,0,55,1
2,53,3,7,0,6,2,2,70,3,69,2
1,2,3,6,1,23,2,0,70,3,29,2
2,2,3,2,0,23,2,2,87,3,50,2
2,53,1090,4,0,34,3,0,40,3,88,2
0,2,449,0,0,27,4,2,70,3,20,3
2,22,60,7,0,34,5,2,70,3,60,2
0,2,3,0,1,23,4,2,70,3,23,2
0,37,891,1,1,34,5,1,40,3,13,2
2,22,627,6,0,27,4,2,70,1,44,1
2,48,563,4,1,2,4,0,70,3,58,2
1,33,1336,5,0,23,4,2,71,3,40,2
0,33,405,0,0,34,3,2,70,3,23,2
1,2,1119,1,1,34,5,1,52,3,7,1
0,19,372,0,0,23,4,0,40,3,30,2
0,22,1134,1,0,41,1,2,95,3,13,2
0,22,101,1,0,23,1,2,40,3,25,2
1,31,934,5,0,23,4,2,77,3,36,2
0,21,1410,0,0,23,2,2,70,3,10,2
1,33,1336,5,0,23,4,0,70,3,38,1
0,22,1310,0,0,23,4,0,70,3,27,1
1,2,3,6,0,23,6,2,70,3,28,2
2,12,279,4,0,23,5,1,70,3,21,1
1,22,837,5,0,23,4,1,40,3,35,2
2,2,3,5,0,23,4,2,40,3,50,2
0,22,1059,1,0,23,4,2,70,3,23,2
2,36,421,5,0,23,4,2,70,3,78,2
1,19,1266,1,0,31,4,1,40,3,39,2
2,48,1365,4,0,41,3,0,70,3,88,2
2,21,1029,6,0,6,4,2,70,3,67,2
0,2,449,1,1,23,4,2,40,3,7,2
2,53,195,3,0,41,3,2,70,3,79,2
2,48,1055,2,0,6,6,2,70,3,85,2
1,14,1252,5,0,34,6,2,40,3,45,1
1,2,449,1,0,2,4,2,40,3,38,3
2,48,3,7,0,2,4,2,70,3,85,1
2,53,939,3,0,41,2,0,40,3,5,2
0,19,372,1,0,34,0,1,70,3,10,1
2,39,257,4,0,23,4,1,40,3,56,2
1,2,1067,1,0,6,2,2,71,3,52,2
0,19,372,0,0,27,3,1,40,3,24,2
1,19,1258,5,0,34,3,1,70,3,25,1
1,2,309,1,0,23,4,2,71,3,25,2
0,22,87,1,0,41,3,1,70,3,18,1
1,2,708,6,0,6,4,2,40,3,56,3
2,22,3,7,0,23,1,0,70,3,21,1
2,18,790,4,0,34,6,0,70,3,14,4
1,22,87,5,1,23,2,0,52,3,21,2
2,53,57,5,0,41,3,0,70,3,34,2
1,22,1219,1,0,23,3,2,89,3,29,2
2,22,44,4,0,3,3,1,52,3,40,2
2,2,3,2,0,12,4,1,41,3,30,2
0,21,1335,1,0,34,0,2,70,3,39,2
2,2,1103,4,0,23,6,2,70,3,40,1
2,31,449,7,0,23,6,0,40,3,40,2
1,24,221,5,0,28,4,2,57,3,26,2
0,22,905,0,0,41,4,0,70,3,18,2
2,18,303,4,0,33,4,2,70,3,2,1
1,2,449,6,0,34,1,0,70,3,47,2
2,19,372,2,0,23,4,1,40,3,56,2
1,22,3,5,1,2,4,0,70,3,38,2
2,38,449,6,0,41,6,0,70,3,48,2
2,53,349,7,0,41,3,0,70,3,28,1
2,2,3,7,1,23,4,2,40,3,39,2
2,53,1007,5,0,23,4,2,70,3,68,1
2,53,449,2,0,23,4,0,40,3,61,2
0,22,661,1,0,41,2,2,70,3,20,3
1,2,968,5,0,34,3,2,70,0,66,1
1,22,1103,7,0,23,6,1,78,3,4,2
2,18,3,2,0,34,5,2,70,3,70,1
2,14,1247,7,0,2,4,2,40,3,56,2
1,19,372,1,0,23,4,1,70,3,29,2
2,46,349,5,0,27,1,0,70,3,31,2
2,22,449,2,1,23,4,0,70,3,45,1
1,22,715,5,0,23,6,0,70,3,37,2
2,22,57,6,1,41,1,0,44,3,39,1
1,19,372,6,0,21,6,1,70,3,30,2
2,2,449,7,0,23,4,0,40,3,64,2
1,22,339,5,0,23,1,0,70,3,36,2
0,2,3,1,1,2,4,0,70,3,27,1
0,21,911,0,0,34,5,2,70,3,4,1
1,21,241,1,0,23,4,1,34,3,13,1
2,22,57,6,1,41,1,0,70,3,39,1
0,12,1237,0,0,23,4,0,70,3,21,2
2,53,3,7,0,6,4,2,70,3,83,2
2,22,393,4,0,23,4,0,40,3,36,1
2,41,449,7,1,23,4,0,40,3,10,1
2,2,3,7,0,23,6,1,40,3,37,2
2,53,449,6,0,27,2,0,40,3,67,2
0,22,868,1,1,23,4,1,40,3,20,2
2,47,489,7,0,2,4,0,40,3,64,2
2,22,1173,7,0,34,5,1,70,3,36,2
2,22,7,6,0,27,4,2,70,3,49,1
2,2,714,6,0,23,4,0,40,3,43,2
1,22,57,5,0,6,4,2,86,3,23,2
2,48,309,3,0,2,4,2,70,3,86,2
1,2,449,1,0,23,4,2,70,3,34,2
2,31,934,5,0,23,4,2,41,3,40,1
2,2,3,5,0,23,1,0,70,1,0,2
0,22,662,1,1,23,4,1,40,3,24,2
2,10,575,4,0,41,5,1,78,3,45,1
2,10,318,2,0,34,3,2,0,0,33,1
0,2,968,1,0,34,4,0,70,3,32,2
2,22,292,5,0,2,4,2,70,3,56,2
2,48,1288,4,0,6,4,0,40,3,89,4
2,2,449,1,0,23,4,0,70,3,41,2
0,2,3,0,1,23,4,3,70,3,18,2
1,2,1247,5,0,2,3,2,49,3,24,2
1,31,938,1,0,34,1,1,71,3,31,2
2,22,627,2,0,23,6,2,70,3,46,2
0,22,671,1,0,41,3,1,40,3,13,2
2,20,857,5,0,34,1,1,70,3,30,2
2,53,208,7,0,34,1,0,70,3,52,2
0,21,874,0,1,6,2,2,70,3,13,1
1,2,1103,5,0,23,4,0,70,3,36,2
2,22,87,4,0,34,1,2,70,3,45,2
0,14,1247,1,1,6,4,2,40,3,36,3
2,14,1247,5,0,23,2,2,70,3,39,1
1,22,746,1,0,6,4,2,70,3,20,2
1,2,449,5,1,23,4,0,70,3,39,2
1,22,452,1,0,27,0,1,70,3,13,1
1,53,1055,7,0,34,3,2,70,3,50,1
2,53,939,2,0,41,3,0,70,3,52,2
2,47,61,3,0,41,3,0,70,3,72,2
2,2,3,4,0,41,1,2,70,2,55,1
1,0,1329,1,0,23,4,1,70,3,62,2
0,21,1247,0,0,23,3,0,0,3,85,1
2,10,206,2,0,34,5,0,0,0,1,2
0,21,1335,1,0,22,6,2,87,3,26,1
1,22,309,1,0,23,4,1,44,3,7,1
1,2,1247,6,0,23,2,2,70,3,48,4
1,2,449,1,0,41,2,0,40,3,30,1
2,34,440,5,0,6,4,2,70,3,57,2
2,41,968,7,0,2,4,0,70,3,41,2
2,22,627,5,0,23,4,4,40,3,43,2
0,22,837,0,0,27,6,2,40,3,16,2
0,22,39,1,0,34,1,0,70,0,0,1
2,0,810,7,0,23,4,1,77,3,47,2
2,47,7,4,0,23,4,2,70,3,67,1
0,21,886,1,0,23,3,2,71,3,20,1
2,39,773,2,0,34,3,1,40,3,61,2
2,24,335,5,0,28,2,2,1,1,33,2
1,22,671,1,0,34,1,0,40,3,27,2
0,2,449,1,0,2,4,2,70,3,21,1
1,2,372,5,1,23,4,0,70,3,56,4
2,31,934,2,0,23,4,0,70,3,73,2
2,14,805,7,0,23,6,0,70,3,56,2
0,22,417,1,0,6,4,2,70,3,23,1
1,21,39,1,0,23,2,2,70,3,42,2
1,22,60,6,0,20,4,1,40,3,36,2
2,2,3,5,1,23,2,0,71,3,21,1
1,22,1219,1,0,23,5,1,70,3,24,2
2,48,805,2,0,23,4,0,71,3,36,2
0,34,1385,0,0,34,6,0,40,3,7,2
2,31,681,7,0,23,4,0,70,3,78,2
2,2,3,6,1,34,6,2,70,3,40,4
2,2,339,4,0,23,4,0,70,3,34,1
0,5,919,0,0,34,1,2,70,3,7,1
2,39,328,6,0,23,4,0,70,3,19,2
2,2,3,2,0,23,6,0,70,3,42,2
0,46,349,0,0,23,4,0,70,3,13,2
2,53,1073,2,0,34,5,2,70,3,67,1
1,47,285,6,0,23,4,0,1,1,44,1
0,21,1246,0,1,23,4,0,70,3,19,1
2,15,205,4,0,23,4,1,70,3,18,1
2,12,1097,7,0,27,4,0,64,3,34,1
2,46,349,1,1,41,4,2,70,3,18,3
2,40,1247,7,0,3,2,1,70,3,27,1
1,22,1215,1,0,34,0,0,70,3,23,2
2,53,7,3,0,23,2,0,70,3,62,4
